"ID","Name","Age","Nationality","Club","Value","Wage","SprintSpeed","Stamina","Strength","Rep"
216139,"L. Bittante",24,"Italy","Empoli",1e+06,6000,83,83,60,1
157515,"E. Velarde",32,"Mexico","Monarcas Morelia",575000,5000,71,70,72,1
162891,"D. Jones",33,"England","Sheffield Wednesday",625000,13000,63,76,68,1
172620,"M. Cahais",30,"Argentina","San Martin de Tucumán",775000,6000,53,67,81,1
240716,"M. Olivera",20,"Uruguay","Albacete BP",1400000,7000,58,61,63,1
240716,"M. Olivera",20,"Uruguay","Albacete BP",1400000,7000,58,61,63,1
209485,"A. Mühling",25,"Germany","Holstein Kiel",1300000,6000,68,84,72,1
211021,"P. Bråtveit",22,"Norway","FK Haugesund",1100000,2000,46,38,45,NA
213325,"F. Píriz",28,"Uruguay","Montpellier HSC",950000,11000,57,76,83,1
228173,"Ricardo Lopes",27,"Brazil","Jeonbuk Hyundai Motors",1100000,6000,73,68,72,1
236621,"P. Hamel",24,"France","FC Lorient",1400000,5000,56,63,59,1
174669,"K. Mączyński",31,"Poland","Legia Warszawa",7e+05,5000,63,78,65,1
208462,"R. Pröpper",24,"Netherlands","Heracles Almelo",1200000,3000,50,69,79,1
219470,"C. N'Doye",32,"Senegal","Angers SCO",8e+05,13000,53,78,93,1
228174,"C. Carter-Vickers",20,"United States","Swansea City",2100000,21000,64,55,77,1
232526,"E. Cobbaut",20,"Belgium","RSC Anderlecht",1500000,6000,75,81,72,1
237646,"D. Muñoz",22,"Colombia","Rionegro Águilas",1300000,1000,85,84,65,1
187982,"M. Dąbrowski",31,"Poland","Zagłębie Lubin",7e+05,4000,50,71,90,1
230991,"F. Picault",27,"United States","Philadelphia Union",1100000,4000,87,62,35,1
171087,"Christian Fernández",32,"Spain","Real Oviedo",6e+05,5000,65,76,76,1
229456,"L. Dickmann",21,"Italy","SPAL",1400000,5000,72,69,56,1
235088,"Luis Pérez",23,"Spain","CD Tenerife",1300000,4000,89,81,63,1
236624,"A. Barkok",20,"Germany","Fortuna Düsseldorf",1900000,11000,70,63,67,1
189776,"M. Watkins",27,"Wales","Bristol City",1100000,19000,79,74,61,1
212817,"Lee Jeong Hyeop",27,"Korea Republic","Shonan Bellmare",1200000,3000,66,77,78,1
223313,"H. Arslan",29,"Turkey","Sivasspor",825000,7000,63,79,76,1
229201,"A. Camargo",29,"Argentina","CD Universidad de Concepción",1e+06,3000,71,79,75,1
234833,"F. Müller",20,"Germany","1. FSV Mainz 05",1900000,6000,42,34,65,NA
207954,"B. Behrendt",26,"Germany","DSC Arminia Bielefeld",1100000,7000,65,68,78,1
223826,"Mei Fang",28,"China PR","Guangzhou Evergrande Taobao FC",850000,8000,61,68,72,1
225106,"Jorge Sáenz",21,"Spain","CD Tenerife",1500000,3000,66,87,78,1
203859,"L. Aveldaño",32,"Argentina","CD Tenerife",6e+05,5000,57,79,83,1
215123,"A. Aguerre",27,"Argentina","Newell's Old Boys",875000,7000,43,34,62,NA
189267,"D. Bernhardt",32,"Germany","VfR Aalen",6e+05,1000,42,19,71,NA
213588,"A. Sánchez",31,"Argentina","Atlético Tucumán",650000,5000,20,18,68,NA
214356,"J. Malagón",25,"Colombia","Patriotas Boyacá FC",1200000,1000,54,82,84,1
230228,"Paulo Fajarda",26,"Brazil","Cruzeiro",925000,12000,42,54,70,1
198230,"Germán",31,"Spain","Granada CF",7e+05,5000,60,89,82,1
212054,"B. Idowu",26,"Nigeria","Lokomotiv Moscow",1100000,1000,85,83,68,1
157270,"Toché",35,"Spain","Real Oviedo",475000,5000,52,63,74,1
197975,"S. Morsy",26,"Egypt","Wigan Athletic",1100000,22000,67,73,77,1
210263,"M. Duffy",23,"Northern Ireland","Dundalk",1400000,2000,77,75,70,1
223575,"Rafael Costa",27,"Brazil","Boavista FC",1200000,4000,55,69,68,1
227927,"K. Walker-Peters",21,"England","Tottenham Hotspur",1600000,21000,72,66,59,1
169815,"C. Luna",36,"Argentina","Club Atlético Tigre",375000,6000,48,29,77,1
196952,"J. Bidwell",25,"England","Queens Park Rangers",1100000,5000,68,77,66,1
201304,"B. Kadrii",26,"Denmark","Odense Boldklub",1300000,8000,83,73,68,1
241496,"T. Weah",18,"United States","Paris Saint-Germain",2200000,16000,83,59,59,1
179800,"J. Paganoni",29,"Mexico","Tiburones Rojos de Veracruz",8e+05,4000,77,79,57,1
183640,"C. Strohdiek",30,"Germany","SC Paderborn 07",775000,6000,34,39,88,1
184664,"A. Collin",32,"France","New York Red Bulls",6e+05,4000,48,50,82,1
146521,"Ripa",32,"Spain","CD Numancia",575000,5000,76,78,69,1
159577,"D. Delaney",36,"Republic of Ireland","Cork City",140000,1000,28,30,83,1
193369,"Galán",32,"Spain","CF Rayo Majadahonda",575000,4000,78,76,82,1
230490,"Sandro Maceira",26,"Brazil","Atlético Paranaense",1100000,7000,73,68,52,1
238682,"D. Hägele",29,"Germany","FC Würzburger Kickers",1e+06,4000,67,90,76,1
238938,"B. Girth",26,"Germany","Holstein Kiel",1300000,7000,72,59,68,1
241498,"R. Ibarra",23,"Ecuador","Minnesota United FC",1400000,4000,90,79,71,1
191834,"N. Al Shamrani",34,"Saudi Arabia","Al Shabab",550000,17000,73,86,73,2
199516,"R. Holmes",31,"England","Oxford United",925000,7000,78,79,63,1
211292,"N. Mushekwi",30,"Zimbabwe","Dalian YiFang FC",1e+06,7000,76,71,80,1
215388,"J. Cordoval",28,"France","ESTAC Troyes",825000,5000,81,82,58,1
167516,"M. Radović",34,"Serbia","Legia Warszawa",525000,5000,52,53,66,1
167516,"M. Radović",34,"Serbia","Legia Warszawa",525000,5000,52,53,66,1
191068,"G. Zigoni",27,"Italy","Venezia FC",1200000,3000,69,65,82,1
198749,"J. Corona",27,"United States","Club América",1100000,10000,72,65,62,1
202077,"W. Bruin",28,"United States","Seattle Sounders FC",1100000,5000,70,69,87,1
222557,"J. Glad",21,"United States","Real Salt Lake",1300000,3000,73,75,74,1
182621,"D. Gordon",33,"Jamaica","Karlsruher SC",425000,4000,42,55,84,1
212830,"A. Mabil",22,"Australia","FC Midtjylland",1500000,10000,92,68,43,1
215390,"Danilson da Cruz",32,"Cape Verde","AS Nancy Lorraine",6e+05,4000,52,80,83,1
243806,"O. Darfalou",24,"Algeria","Vitesse",1400000,7000,72,69,75,1
189278,"L. Murphy",28,"England","Bolton Wanderers",1e+06,6000,63,79,69,1
207711,"Chuli",27,"Spain","Extremadura UD",1200000,11000,82,45,70,1
221279,"L. Kelly",22,"Republic of Ireland","Reading",1500000,14000,64,67,29,1
233055,"D. Suzuki",28,"Japan","Kashiwa Reysol",850000,5000,70,82,71,1
184927,"I. Ouali",30,"Algeria","KV Kortrijk",1e+06,8000,90,69,60,1
138336,"B. Holman",34,"Australia","Brisbane Roar",525000,4000,67,74,70,2
216416,"J. Gyamerah",23,"Germany","VfL Bochum 1848",1300000,7000,73,69,69,1
224608,"Cai Huikang",28,"China PR","Shanghai SIPG FC",850000,8000,57,80,85,1
228961,"M. Pittón",23,"Argentina","Unión de Santa Fe",1300000,6000,69,82,66,1
237153,"L. Blessing",21,"Ghana","Los Angeles FC",1700000,4000,85,76,36,1
187489,"D. Meyler",29,"Republic of Ireland","Reading",825000,15000,59,80,77,1
214882,"J. Czerwiński",26,"Poland","Piast Gliwice",1e+06,4000,68,78,77,1
192354,"R. Vilchis",28,"Mexico","Monarcas Morelia",1100000,6000,82,72,55,1
165219,"J. Hobbs",29,"England","Bolton Wanderers",825000,6000,52,53,83,1
173667,"R. Gíslason",30,"Iceland","SV Sandhausen",1e+06,4000,78,71,76,1
183395,"C. M'Bengue",29,"Senegal","AS Saint-Étienne",8e+05,13000,68,69,72,1
186979,"I. Jiménez",28,"Mexico","Tigres U.A.N.L.",825000,22000,62,70,68,1
191843,"A. Al Khaibari",32,"Saudi Arabia","Al Hilal",6e+05,15000,71,76,75,1
192611,"S. Yatabaré",29,"Mali","Royal Antwerp FC",1e+06,7000,78,82,79,1
200292,"J. Lowe",26,"England","Bolton Wanderers",1100000,5000,65,77,69,1
202084,"E. Jelenič",25,"Slovenia","Carpi",1300000,2000,86,75,71,1
210532,"M. Abero",28,"Uruguay","Atlético Tucumán",825000,6000,74,75,90,1
213348,"A. Teikeu",28,"Cameroon","Ohod Club",1e+06,10000,51,60,77,1
237156,"M. Wagué",19,"Senegal","FC Barcelona",1600000,20000,79,67,50,1
240740,"C. Hudson-Odoi",17,"England","Chelsea",2100000,21000,84,57,69,1
177508,"P. Klandt",34,"Germany","1. FC Nürnberg",425000,8000,40,26,62,NA
245348,"Farley",24,"Brazil","Ettifaq FC",1400000,12000,74,59,46,1
226662,"B. Nieuwkoop",22,"Netherlands","Feyenoord",1200000,5000,77,75,70,1
111206,"S. Riether",35,"Germany","FC Schalke 04",230000,9000,53,49,62,2
226407,"G. Bojanich",33,"Argentina","Argentinos Juniors",425000,6000,44,73,90,1
228711,"B. Mansilla",21,"Argentina","Racing Club",2300000,7000,92,69,72,1
169575,"L. Peltier",31,"England","Cardiff City",7e+05,19000,57,72,66,1
206440,"M. Baudry",28,"Congo","SV Zulte-Waregem",950000,7000,60,71,79,1
210280,"P. Ziegler",28,"Germany","Western Sydney Wanderers",850000,5000,67,71,75,1
189544,"S. Wangberg",27,"Norway","Tromsø IL",1100000,3000,51,65,81,1
9833,"D. Boer",37,"Netherlands","PEC Zwolle",70000,3000,43,32,64,NA
205674,"Fran Carbia",26,"Spain","CF Reus Deportiu",1200000,5000,80,66,57,1
220522,"D. Hernández",25,"Colombia","San Lorenzo de Almagro",1300000,9000,73,62,62,1
187498,"J. Jantscher",29,"Austria","SK Sturm Graz",1e+06,11000,71,70,56,1
205163,"E. Huws",24,"Wales","Ipswich Town",1400000,5000,67,73,64,1
219755,"U. Matić",28,"Serbia","FK Austria Wien",1e+06,10000,65,86,74,1
189035,"N. Giani",32,"Italy","Spezia",6e+05,2000,53,60,80,1
192363,"M. Fenger",27,"Denmark","Hammarby IF",1e+06,3000,71,72,79,1
210028,"W. Bakhashwain",28,"Saudi Arabia","Al Wehda",850000,11000,66,77,80,1
213612,"H. Aiesh",23,"Sweden","Östersunds FK",1400000,3000,83,81,58,1
223596,"S. Prevljak",23,"Bosnia Herzegovina","FC Red Bull Salzburg",1600000,15000,70,75,66,1
167532,"A. Aldrete",30,"Mexico","Cruz Azul",750000,11000,73,82,65,1
215149,"L. Ceballos",31,"Argentina","Patronato",7e+05,7000,80,77,46,1
226157,"Javi Muñoz",23,"Spain","Real Oviedo",1500000,9000,68,72,62,1
226157,"Javi Muñoz",23,"Spain","Real Oviedo",1500000,9000,68,72,62,1
230253,"Alson Botelho",30,"Brazil","Atlético Mineiro",775000,14000,59,72,71,1
235629,"O. De Wolf",21,"Belgium","Sporting Lokeren",1200000,4000,37,23,62,NA
239981,"J. Arp",18,"Germany","Hamburger SV",2200000,4000,68,57,65,1
241005,"J. Ardaiz",19,"Uruguay","Frosinone",2e+06,5000,87,54,76,1
194925,"L. Moult",26,"England","Preston North End",1300000,8000,68,67,77,1
213102,"Arthur Caike",26,"Brazil","Al Shabab",1200000,15000,76,75,70,1
214382,"I. Rivas",30,"Colombia","Junior FC",975000,2000,66,86,79,1
164462,"N. Onuoha",31,"England","Real Salt Lake",7e+05,4000,75,64,89,2
198511,"Mika",27,"Portugal","Os Belenenses",875000,3000,32,39,74,NA
202095,"V. Klonaridis",25,"Belgium","AEK Athens",1200000,1000,82,68,63,1
216175,"C. Stanković",25,"Austria","FC Red Bull Salzburg",1e+06,11000,47,30,64,NA
218991,"M. Gómez",24,"Colombia","Rionegro Águilas",1400000,2000,79,78,72,1
229487,"L. Klünter",22,"Germany","Hertha BSC",1400000,10000,85,73,63,1
212592,"A. Farrell",26,"United States","New England Revolution",1e+06,4000,77,82,77,1
220528,"G. Tutino",21,"Italy","Cosenza",1800000,20000,76,58,54,1
221552,"S. Heltne Nilsen",26,"Norway","AC Horsens",1e+06,5000,54,85,80,1
233840,"E. Kouassi",20,"Ivory Coast","Celtic",1300000,15000,69,76,72,1
235888,"I. Cardona",20,"France","KSV Cercle Brugge",1700000,21000,73,75,66,1
183920,"R. Sukuta-Pasu",28,"Germany","MSV Duisburg",1100000,5000,75,76,90,1
210801,"D. Accam",27,"Ghana","Philadelphia Union",1100000,5000,90,66,58,1
211057,"Pablo Valcarce",25,"Spain","RCD Mallorca",1300000,5000,75,71,63,1
215665,"Filipe Ferreira",27,"Portugal","SK Sturm Graz",875000,9000,74,75,61,1
217201,"E. Triverio",29,"Argentina","Deportivo Toluca",1100000,13000,66,64,74,1
223345,"Wellington",25,"Brazil","Portimonense SC",1200000,5000,78,72,65,1
233329,"M. Villanueva",25,"Venezuela","CF Reus Deportiu",1200000,5000,52,65,90,1
177521,"B. Nehrig",31,"Germany","FC St. Pauli",7e+05,8000,68,79,75,1
169586,"F. Campbell",30,"England","Hull City",1e+06,15000,72,68,62,2
188274,"M. Yatabaré",32,"Mali","Atiker Konyaspor",850000,9000,65,63,82,1
199283,"E. Lenjani",28,"Albania","FC Sion",825000,14000,80,78,55,2
217203,"L. Sánchez",31,"Argentina","Club Atlético Aldosivi",7e+05,6000,30,49,92,1
223603,"F. Bredlow",23,"Germany","1. FC Nürnberg",1200000,7000,36,20,62,NA
227443,"Y. Takahagi",31,"Japan","FC Tokyo",9e+05,6000,45,65,66,1
234867,"D. Arzani",19,"Australia","Celtic",2300000,20000,80,61,32,1
225396,"B. Ampuero",24,"Chile","Universidad Católica",1200000,2000,62,66,81,1
225652,"G. Puşcaş",22,"Romania","Palermo",1600000,2000,66,59,69,1
228981,"Y. Boli",24,"Ivory Coast","Sint-Truidense VV",1400000,6000,76,51,71,1
235381,"V. Marcel",21,"France","ESTAC Troyes",1600000,12000,71,67,51,1
193141,"I. Pillud",32,"Argentina","Racing Club",575000,9000,77,70,82,1
199286,"B. Dja Djédjé",27,"Ivory Coast","MKE Ankaragücü",975000,9000,68,67,66,2
211574,"M. Bakić",24,"Montenegro","Royal Excel Mouscron",1400000,6000,53,55,63,1
213110,"P. Sané",26,"Senegal","AS Nancy Lorraine",1300000,12000,74,73,84,1
169590,"D. Gibson",30,"Republic of Ireland","Wigan Athletic",975000,24000,49,52,75,2
177782,"H. Özmert",33,"Turkey","Antalyaspor",425000,8000,42,69,72,1
194934,"Dani Jiménez",28,"Spain","AD Alcorcón",875000,4000,55,45,54,NA
208247,"L. Spendlhofer",25,"Austria","SK Sturm Graz",1200000,9000,73,81,82,1
186999,"C. Peña",28,"Mexico","Club Necaxa",1100000,23000,71,77,81,1
188791,"A. Costa",33,"Argentina","San Martin de Tucumán",625000,6000,57,44,66,2
197496,"Y. Al Mosailem",34,"Saudi Arabia","Al Ahli",425000,12000,46,37,68,NA
215160,"F. Angileri",24,"Argentina","Godoy Cruz",1200000,6000,75,84,77,1
204153,"Y. Stark",27,"Germany","SV Darmstadt 98",1e+06,9000,69,78,78,1
209529,"M. Tanković",23,"Sweden","Hammarby IF",1400000,3000,73,80,66,1
157305,"R. Lindgren",33,"Sweden","BK Häcken",425000,3000,32,74,73,1
188793,"Raúl Llorente",32,"Spain","Western Sydney Wanderers",575000,5000,80,85,64,1
239482,"Galeno",20,"Brazil","Rio Ave FC",1800000,5000,80,69,64,1
201083,"M. Kucharczyk",27,"Poland","Legia Warszawa",1100000,5000,87,77,70,1
207739,"M. Havenaar",31,"Japan","Vegalta Sendai",950000,5000,52,69,92,2
214907,"F. Bahlouli",23,"France","LOSC Lille",1500000,12000,73,51,76,1
172411,"Servando",34,"Spain","Cádiz CF",325000,5000,67,79,73,1
210556,"Lucas João",24,"Portugal","Sheffield Wednesday",1400000,13000,75,69,76,1
211068,"K. Kodro",24,"Bosnia Herzegovina","FC København",1400000,9000,65,67,76,1
211068,"K. Kodro",24,"Bosnia Herzegovina","FC København",1400000,9000,65,67,76,1
227708,"Lucas Tagliapietra",27,"Brazil","Al Batin",1100000,7000,53,68,90,1
227964,"Lucas Venuto",23,"Brazil","FK Austria Wien",1400000,7000,87,74,31,1
234108,"G. Maroni",19,"Argentina","Club Atlético Talleres",1800000,5000,75,61,61,1
229245,"P. Corral",26,"Chile","Deportes Iquique",1300000,2000,65,82,48,1
208766,"O. Altman",24,"Israel","Panathinaikos FC",1400000,1000,72,69,58,1
226430,"S. Hakšabanovič",19,"Montenegro","Málaga CF",1600000,15000,73,61,56,1
226686,"M. Christiansen",21,"Germany","DSC Arminia Bielefeld",1400000,5000,64,76,78,1
144511,"L. Greco",31,"Italy","US Cremonese",9e+05,2000,56,83,61,2
214911,"A. Parot",28,"Chile","Rosario Central",825000,8000,71,71,82,1
223359,"M. Petković",25,"Serbia","Spartak Moscow",1100000,1000,73,78,71,1
207744,"A. Youga",25,"Central African Rep.","Le Havre AC",1100000,4000,54,84,91,1
225664,"M. Ibarra",28,"United States","Minnesota United FC",1100000,4000,74,75,64,1
198017,"M. Pereira",30,"France","Yeni Malatyaspor",1e+06,7000,87,76,78,1
205185,"Ilori",25,"Portugal","Reading",1100000,14000,73,64,74,1
216449,"Tomás Podstawski",23,"Portugal","Pogoń Szczecin",1300000,3000,63,71,66,1
222337,"Jo Sung Jin",27,"Korea Republic","Suwon Samsung Bluewings",1e+06,4000,69,73,77,1
224385,"H. Yamada",29,"Japan","Júbilo Iwata",1e+06,4000,71,84,59,1
230273,"Antonaldo Laforte",26,"Brazil","Fluminense",1100000,13000,65,65,68,1
238977,"C. Beck",30,"Germany","1. FC Magdeburg",1e+06,8000,53,68,78,1
172418,"I. Parlak",31,"Turkey","MKE Ankaragücü",950000,11000,68,71,65,1
205955,"B. Montenegro",25,"Paraguay","Club Atlético Talleres",1400000,9000,79,61,59,1
150659,"V. Demarconnay",35,"France","Paris FC",250000,2000,52,27,69,NA
184707,"G. Madine",27,"England","Cardiff City",1100000,22000,56,71,84,1
214916,"F. Cordero",30,"Chile","San Martin de Tucumán",750000,6000,73,74,59,1
155524,"R. Stearman",30,"England","Sheffield United",775000,6000,47,66,77,1
226436,"H. ter Avest",21,"Netherlands","Udinese",1300000,8000,75,77,70,1
242052,"J. Medina",21,"Paraguay","New York City FC",1700000,4000,73,71,38,1
183940,"V. Anita",29,"Netherlands","Willem II",8e+05,19000,72,80,59,2
204677,"Oriol Rosell",25,"Spain","Orlando City SC",1100000,4000,51,64,73,1
236165,"Paulo Daineiro",34,"Brazil","Ceará Sporting Club",525000,10000,85,70,59,1
203398,"D. Williams",25,"Republic of Ireland","Blackburn Rovers",1100000,17000,74,73,75,1
140422,"A. Baptiste",32,"England","Queens Park Rangers",6e+05,5000,55,54,80,1
214662,"R. Lenis",25,"Colombia","Atlético Nacional",1200000,3000,71,76,69,1
214918,"M. Mier",27,"Uruguay","La Equidad",1100000,1000,53,71,74,1
198024,"Y. de Lanlay",26,"Norway","Rosenborg BK",1200000,4000,84,64,60,1
212104,"J. Gómez",24,"Mexico","Querétaro",1100000,4000,78,82,63,1
214408,"I. Lichnovsky",24,"Chile","Cruz Azul",1300000,9000,68,58,74,1
231560,"C. Muñoz",29,"Chile","Unión Española",1100000,3000,83,89,67,1
170632,"J. MacDonald",32,"Scotland","Kilmarnock",6e+05,3000,22,44,59,NA
179592,"G. Boyd",32,"Scotland","Sheffield Wednesday",825000,13000,59,82,62,1
184456,"E. Lichaj",29,"United States","Hull City",8e+05,13000,67,80,66,1
200841,"C. Jenkinson",26,"England","Arsenal",1e+06,34000,73,64,69,2
202889,"A. Öztürk",24,"Belgium","Göztepe SK",1200000,9000,63,80,72,1
214153,"J. Pérez",27,"Colombia","Pachuca",1200000,15000,81,77,64,1
169609,"J. Grounds",30,"England","Bolton Wanderers",750000,12000,67,78,76,1
182409,"Zhang Chengdong",29,"China PR","Hebei China Fortune FC",1e+06,9000,50,80,78,1
212618,"F. Aristeguieta",26,"Venezuela","América de Cali",1300000,2000,55,78,85,1
214922,"A. Ramos",26,"Chile","CD Everton de Viña del Mar",1200000,3000,87,69,75,1
215178,"E. Godoy",24,"Argentina","Club Atlético Colón",1300000,5000,66,75,82,1
235658,"V. Nelsson",19,"Denmark","FC Nordsjælland",1600000,3000,66,75,79,1
236170,"Ever Sineiro",30,"Brazil","Cruzeiro",1e+06,13000,70,64,57,1
204939,"O. Petrák",26,"Czech Republic","1. FC Nürnberg",1100000,10000,75,73,75,1
183691,"D. Toth",31,"Austria","FC Admira Wacker Mödling",7e+05,6000,66,79,59,1
229260,"K. Bua",24,"Switzerland","FC Basel 1893",1300000,11000,83,69,63,1
200845,"P. Hoban",26,"Republic of Ireland","Dundalk",1300000,2000,70,76,84,1
227725,"Hugo Basto",25,"Portugal","GD Chaves",1200000,5000,66,52,77,1
187789,"Kanu",30,"Brazil","KV Kortrijk",1e+06,7000,68,70,81,1
217998,"C. Arango",23,"Colombia","CD Tondela",1600000,5000,70,64,74,1
201359,"M. Abu",26,"Ghana","Vålerenga Fotball",1100000,3000,69,76,65,1
209039,"D. Moberg Karlsson",24,"Sweden","IFK Norrköping",1500000,4000,90,75,59,1
209039,"D. Moberg Karlsson",24,"Sweden","IFK Norrköping",1500000,4000,90,75,59,1
215183,"E. Rescaldani",26,"Argentina","Patronato",1300000,8000,36,63,93,1
220815,"J. Narváez",23,"Colombia","UD Almería",1600000,9000,76,67,71,1
224143,"Querol",29,"Spain","CF Reus Deportiu",1e+06,5000,88,65,72,1
231823,"J. Hoogma",20,"Netherlands","TSG 1899 Hoffenheim",1600000,10000,65,67,76,1
198288,"S. Beitashour",31,"Iran","Los Angeles FC",7e+05,4000,74,77,71,1
138384,"M. Janko",35,"Austria","FC Lugano",475000,4000,42,59,89,2
213136,"S. Willems",27,"France","Sporting de Charleroi",1e+06,7000,65,52,66,1
165520,"O. Scarione",32,"Argentina","Göztepe SK",825000,12000,65,69,56,2
198033,"Alex",26,"Portugal","Vitória de Setúbal",1100000,4000,74,48,46,1
213905,"S. Gallagher",22,"England","Southampton",1600000,20000,69,66,75,1
235409,"O. Hamzaoui",27,"Algeria","CD Nacional",1200000,6000,72,72,63,1
241297,"G. Milović",29,"Croatia","KV Oostende",825000,7000,63,55,90,1
204690,"P. Hosiner",29,"Austria","SK Sturm Graz",1100000,11000,79,68,59,1
214930,"Caro",25,"Spain","Albacete BP",1200000,4000,65,78,72,1
226706,"Felipe Pires",23,"Brazil","TSG 1899 Hoffenheim",1400000,13000,79,74,44,1
236178,"Renato Rochela",26,"Brazil","Atlético Mineiro",1100000,15000,62,60,74,1
183442,"J. Henry",29,"England","Oxford United",1e+06,7000,75,79,65,1
207507,"L. James",25,"Nigeria","Molde FK",1400000,4000,71,71,80,1
210579,"P. Reulet",24,"France","Stade Malherbe Caen",1200000,7000,47,21,57,NA
220051,"M. Miloš",25,"Croatia","CD Aves",1100000,5000,76,75,70,1
222355,"L. Valzania",22,"Italy","Atalanta",1600000,11000,69,73,61,1
225939,"J. George",25,"Germany"," SSV Jahn Regensburg",1200000,6000,84,83,72,1
242324,"G. Robail",24,"France","Valenciennes FC",1400000,25000,73,51,58,1
140181,"H. Sogahata",38,"Japan","Kashima Antlers",70000,3000,19,37,51,NA
219285,"B. Beckeles",32,"Honduras","Club Necaxa",575000,6000,65,90,82,1
230037,"R. Brežančić",28,"Serbia","SD Huesca",825000,10000,77,82,71,1
220566,"D. Camara",23,"Guinea","ESTAC Troyes",1500000,5000,78,71,73,1
222358,"O. Barreto",25,"Colombia","Millonarios FC",1200000,2000,80,66,43,1
243862,"J. Igbekeme",22,"Nigeria","Real Zaragoza",1500000,5000,71,75,79,1
193942,"J. Colback",28,"England","Nottingham Forest",850000,20000,60,77,58,1
135576,"Diego Barcelos",33,"Brazil","CD Nacional",650000,6000,63,43,44,1
208024,"M. Wallace",25,"Scotland","Millwall",1100000,6000,59,78,82,1
229528,"M. Matvienko",22,"Ukraine","Shakhtar Donetsk",1500000,1000,74,74,52,1
195480,"C. McLaughlin",26,"Northern Ireland","Millwall",1e+06,7000,67,81,67,1
198553,"C. Gamboa",28,"Costa Rica","Celtic",825000,22000,88,77,68,1
212121,"J. Vanlerberghe",22,"Belgium","KV Oostende",1300000,8000,78,74,76,1
212377,"M. Osuna",29,"Mexico","Monarcas Morelia",825000,5000,67,75,70,1
51353,"K. Miller",38,"Scotland","Dundee FC",375000,3000,65,84,69,2
137114,"M. Ciani",34,"France","LA Galaxy",325000,4000,35,58,92,2
220826,"L. Vásquez",26,"Colombia","América de Cali",1100000,1000,34,63,80,1
228762,"G. Troupée",20,"Netherlands","ADO Den Haag",1300000,6000,77,83,66,1
189594,"A. Erdem",29,"Turkey","Medipol Başakşehir FK",8e+05,11000,67,64,50,1
219803,"D. Cavaré",23,"France","Barnsley",1200000,5000,64,67,88,1
222875,"J. Kayembe",23,"Belgium","FC Nantes",1400000,10000,85,54,60,1
229019,"A. Engin",21,"Germany","MSV Duisburg",1900000,3000,80,73,52,1
230043,"F. Maouassa",19,"France","Nîmes Olympique",1300000,6000,79,64,68,1
235419,"N. Dovedan",23,"Austria","1. FC Heidenheim 1846",1400000,7000,74,67,52,1
186267,"V. Hedenstad",27,"Norway","Rosenborg BK",975000,4000,74,83,59,1
3484,"J. O'Shea",37,"Republic of Ireland","Reading",140000,10000,32,30,78,2
204444,"Y. Wildschut",26,"Netherlands","Bolton Wanderers",1100000,13000,84,66,79,1
213404,"P. Dawidowicz",23,"Poland","Hellas Verona",1600000,4000,70,74,78,1
229276,"P. Bartolomei",28,"Italy","Spezia",1e+06,3000,74,74,67,1
230300,"Rômulão Selva",26,"Brazil","Botafogo",1200000,11000,81,60,71,1
232860,"K. Higashi",27,"Japan","FC Tokyo",1100000,6000,66,83,69,1
235164,"L. Mora",30,"Italy","Spezia",975000,3000,65,75,68,1
236956,"J. Abrigo",23,"Chile","Tiburones Rojos de Veracruz",1500000,4000,76,45,52,1
220829,"E. Torregrossa",26,"Italy","Brescia",1300000,3000,69,80,92,1
222109,"C. Cadden",21,"Scotland","Motherwell",1600000,3000,76,86,74,1
229533,"Mesquita",27,"Portugal","CD Feirense",975000,6000,63,73,71,1
229533,"Mesquita",27,"Portugal","CD Feirense",975000,6000,63,73,71,1
198046,"D. Dąbrowski",25,"Poland","Cracovia",1100000,3000,63,62,61,1
201374,"Fernández",28,"Spain","Córdoba CF",825000,5000,92,92,44,1
212126,"N. Ninković",23,"Serbia","Ascoli",1600000,2000,68,54,51,1
223134,"Z. Yavru",26,"Turkey","Trabzonspor",1e+06,13000,81,79,68,1
225950,"M. Gakpa",24,"France","FC Metz",1400000,4000,76,67,63,1
164766,"L. Wallace",30,"Scotland","Rangers FC",750000,21000,78,80,78,1
232094,"J. Niezgoda",23,"Poland","Legia Warszawa",1500000,5000,80,72,74,1
237214,"L. Abubakar",23,"Ghana","Columbus Crew SC",1200000,3000,68,68,83,1
173470,"C. Leitgeb",33,"Austria","FC Red Bull Salzburg",625000,16000,59,61,45,1
191390,"F. N'Sakala",27,"DR Congo","Alanyaspor",875000,7000,85,83,67,1
203423,"L. Thomas",26,"Australia","Melbourne Victory",850000,4000,42,32,52,NA
205215,"Igor Rossi",29,"Brazil","Al Faisaly",825000,11000,49,70,83,1
216479,"A. Sadiku",27,"Albania","Levante UD",1200000,12000,72,53,77,1
242079,"K. Bistrović",20,"Croatia","PFC CSKA Moscow",1800000,1000,62,66,59,1
177055,"V. Elm",32,"Sweden","Kalmar FF",6e+05,2000,36,67,81,1
198560,"Carlos Ruiz",34,"Spain","CD Tenerife",325000,5000,65,77,78,1
199840,"Marco Matias",29,"Portugal","Sheffield Wednesday",1100000,15000,78,47,60,1
221600,"M. Clarke",21,"England","Portsmouth",1800000,4000,58,73,86,1
225440,"C. Embalo",23,"Guinea Bissau","Palermo",1500000,2000,91,85,63,1
226720,"Witi",21,"Mozambique","CD Nacional",1500000,5000,88,75,34,1
